person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status,person_gender_female,person_gender_male,person_education_Associate,person_education_Bachelor,person_education_High School,person_education_Master,person_education_Other,person_home_ownership_MORTGAGE,person_home_ownership_OWN,person_home_ownership_Other,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,previous_loan_defaults_on_file_No,previous_loan_defaults_on_file_Yes
24,79193,1,5500,5,0,3,609,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26,66953,4,9000,11,0,2,604,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
26,78842,8,10000,7,0,3,689,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,79311,0,10000,5,0,2,669,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
24,67098,0,9000,14,0,2,612,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
23,79259,2,10800,10,0,4,583,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
26,54802,3,9050,7,0,3,668,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
26,46818,2,9100,15,0,2,672,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
24,67238,2,9100,11,0,2,652,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
22,70069,0,9100,11,0,4,642,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
25,79052,4,5000,7,0,4,585,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
22,36912,3,9150,10,0,2,593,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24,78701,1,9000,7,0,4,583,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
24,78966,0,10000,7,0,4,641,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22,78875,2,10000,11,0,3,681,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
24,78982,1,6000,5,0,3,699,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
21,52455,0,9200,8,0,2,615,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23,78693,2,9600,14,0,4,582,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
22,60798,2,9200,6,0,4,571,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,79069,0,13750,9,0,3,704,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,79129,5,20000,14,0,3,629,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
23,78859,4,7300,9,0,3,651,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,75198,0,9200,12,0,3,590,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
23,79714,0,9200,11,0,2,541,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
24,93754,6,9200,6,0,3,646,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
22,79021,0,3000,10,0,3,681,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
25,99217,2,9200,6,0,3,683,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
22,76942,0,9225,5,0,4,576,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
24,78921,0,12000,6,0,4,510,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
25,78867,5,12000,12,0,4,504,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21,79140,0,5000,5,0,4,677,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
22,79002,1,10000,13,0,4,624,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
24,78912,4,2000,9,0,3,659,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
23,79144,0,9000,7,0,3,651,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
21,79442,2,8400,11,0,4,595,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
24,78807,1,3500,6,0,4,724,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
23,79016,3,6250,6,0,2,588,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
23,79450,1,10000,13,0,4,674,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
25,79248,7,10000,10,0,4,636,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
25,78848,0,15000,11,0,4,587,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
24,78892,4,7000,13,0,3,645,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,79029,1,13000,10,0,2,609,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
22,79009,0,13000,14,0,4,591,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
23,45024,2,9250,16,0,4,655,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
24,79037,3,11000,11,0,2,630,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
21,47858,0,9250,9,0,4,555,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
23,78544,1,14400,7,0,3,654,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
23,78945,0,5500,7,0,3,709,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,48602,1,9250,16,0,2,609,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,78943,6,10950,7,0,2,647,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
22,79188,0,3800,11,0,4,631,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26,79173,6,22000,17,0,2,612,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,81178,0,9300,11,0,3,622,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
25,78815,1,15000,11,0,3,543,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
25,78979,2,8700,7,0,3,682,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
22,79018,0,10000,7,0,2,624,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
23,85461,0,9325,10,0,3,628,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,79023,0,7000,7,0,3,616,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,60711,0,9350,7,0,3,676,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24,78678,0,8000,7,0,4,696,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,78873,2,8100,13,0,4,655,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,79217,1,6000,11,0,2,625,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
24,78969,0,2500,6,0,3,673,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
26,55499,3,9400,9,0,2,614,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,79258,2,6000,11,0,4,638,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
24,78929,2,6000,11,0,2,691,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24,79421,0,3000,12,0,3,662,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23,61779,1,9400,9,0,4,676,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
22,54342,0,9425,13,0,2,646,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
23,78962,3,4400,11,0,4,605,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23,78809,2,8000,7,0,4,643,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
24,79052,0,8500,7,0,2,593,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,79020,2,14000,15,0,4,534,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
26,79256,1,7000,13,0,3,659,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
22,79259,2,3000,13,0,4,643,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
23,78736,3,6000,11,0,4,658,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
23,78869,2,7500,8,0,3,652,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,38871,0,9500,13,0,3,711,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
23,78992,1,20000,12,0,4,655,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
24,45734,1,9500,10,0,2,581,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
24,78829,4,10000,8,0,3,578,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,79113,0,17000,8,0,2,531,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
23,50315,0,9500,7,0,2,642,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,53884,2,9500,11,0,2,667,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
25,56100,4,9500,11,0,3,644,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25,56908,2,9500,6,0,3,660,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,57179,6,9500,12,0,4,591,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
25,79057,4,15000,11,0,4,606,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
22,78753,0,5000,15,0,4,603,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
24,59471,2,9500,12,0,4,632,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
22,79092,0,1500,9,0,2,504,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,60629,0,9500,6,0,2,566,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
24,64220,1,9500,14,0,3,561,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
26,78961,0,9250,11,0,2,577,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
23,65677,1,9500,14,0,2,605,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26,66224,3,9500,16,0,2,577,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
24,66757,2,9500,9,0,4,642,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
23,79006,0,15000,10,0,3,674,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25,78765,6,7500,13,0,4,645,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
22,68594,1,9500,8,0,4,593,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
25,69350,4,9500,6,0,4,677,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
25,69642,1,9500,12,0,4,574,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,78924,2,2000,7,0,2,608,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,79058,0,9000,9,0,3,609,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
25,74301,2,9500,7,0,2,675,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
25,82715,2,9500,7,0,3,658,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
26,78629,1,5000,11,0,4,666,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,79035,3,17600,12,0,3,685,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
26,78923,7,6000,9,0,3,689,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
24,85366,0,9550,7,0,3,632,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
22,79025,0,7500,10,0,4,641,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
23,79303,0,5125,10,0,4,602,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
25,78799,7,7000,11,0,4,642,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
22,52938,0,9575,6,0,3,579,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
23,79086,3,15000,14,0,4,561,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,78868,0,4000,7,0,2,658,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,79056,0,12800,8,0,2,646,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
23,79313,0,5000,7,0,4,636,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22,79260,3,12500,6,0,4,563,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,78920,0,5500,6,0,2,643,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24,78662,2,3600,13,0,4,535,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22,79346,3,4000,10,0,3,624,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
21,78901,1,5000,9,0,3,635,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
23,41237,1,9600,11,0,4,645,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
26,41924,2,9600,9,0,2,603,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
25,78927,1,4500,6,0,2,626,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,79032,0,6500,11,0,2,520,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,78955,0,6500,9,0,4,649,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
26,79210,0,20000,10,0,3,547,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
25,41613,3,9600,7,0,4,539,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25,42765,7,9600,9,0,2,702,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
23,78714,1,15000,7,0,3,606,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22,42705,0,9600,11,0,4,644,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,43423,2,9600,11,0,2,592,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
21,78771,0,1500,7,0,4,592,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22,79025,0,13000,13,0,2,593,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,45201,3,9600,11,0,4,643,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
23,79057,3,7000,12,0,2,672,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
21,46399,0,9600,13,0,4,605,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
26,78890,5,5000,11,0,3,659,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
25,78943,2,5000,13,0,3,676,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
24,49111,2,9600,14,0,4,701,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
26,48791,3,9600,14,0,4,603,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
23,79253,0,9000,14,0,4,594,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
24,78996,2,18000,10,0,4,695,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,48471,0,9600,14,0,2,587,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
22,78823,0,4000,7,0,4,624,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
24,79121,0,3000,11,0,3,677,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
21,79351,1,16075,11,0,3,614,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
23,79373,1,18000,10,0,4,621,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
22,79285,2,6500,11,0,4,583,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
23,79314,0,20000,15,0,4,582,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,79895,0,8000,6,0,2,643,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25,79330,4,8400,11,0,2,639,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
21,79804,0,13250,10,0,4,618,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
22,51778,0,9600,11,0,2,566,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,79217,0,16800,11,0,2,670,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22,55013,2,9600,12,0,3,532,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24,79707,0,5000,10,0,2,702,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
21,79826,0,3600,15,0,3,654,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
23,54891,0,9600,10,0,2,597,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
21,55291,0,9600,12,0,3,640,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
24,79520,0,10000,11,0,3,650,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
25,79835,2,10000,11,0,2,679,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25,79903,2,2000,14,0,3,535,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,55975,0,9600,10,0,4,626,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
23,80123,0,8800,9,0,3,653,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
22,80106,0,16800,13,0,2,721,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26,58563,4,9600,12,0,3,655,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
24,61127,0,9600,7,0,3,702,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
23,61118,1,9600,14,0,3,609,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24,61329,5,9600,11,0,2,656,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
25,62095,2,9600,11,0,2,563,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
24,80211,1,15000,18,0,4,646,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
26,80365,4,18000,13,0,3,596,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
26,64637,6,9600,11,0,2,713,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
21,64494,0,9600,11,0,4,662,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
22,64535,1,9600,7,0,4,639,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
23,80188,0,15000,6,0,4,607,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,79856,0,6000,7,0,3,651,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,65758,0,9600,7,0,4,662,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
22,80349,0,6000,7,0,2,609,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
22,80378,0,5000,7,0,4,523,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
22,79859,1,7500,17,0,4,636,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
23,80483,0,6000,6,0,2,637,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,67040,0,9600,8,0,4,682,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
23,66958,0,9600,7,0,2,630,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
26,66996,3,9600,7,0,2,685,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
23,80133,1,3000,11,0,4,628,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
25,79957,2,15000,7,0,4,641,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
22,80299,0,15000,14,0,3,605,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
23,73365,1,9600,14,0,2,683,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
22,73249,0,9600,7,0,3,674,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
25,73160,1,9600,7,0,2,635,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
26,80117,6,4000,11,0,2,724,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
23,80025,0,8750,9,0,2,564,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25,80341,3,6600,11,0,4,629,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
22,80633,0,10000,11,0,3,569,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23,80509,0,10000,5,0,3,602,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
26,80151,1,15500,7,0,2,659,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
24,80101,5,11200,13,0,2,639,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
21,80255,1,4500,7,0,2,627,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25,76953,1,9600,14,0,4,654,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,80213,0,2700,10,0,3,531,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,80368,0,12000,5,0,3,694,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
22,78861,0,9600,12,0,4,612,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
23,80450,0,10000,9,0,4,663,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
22,78745,0,9600,11,0,2,623,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
26,79943,7,7000,9,0,2,624,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
24,79471,1,9600,8,0,2,651,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
24,79868,3,9600,11,0,3,696,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
21,80399,2,18000,6,0,3,613,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22,82673,2,9600,7,0,2,668,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0
24,79599,2,15000,6,0,4,673,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
24,85067,2,9600,11,0,4,692,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
22,80082,0,2400,11,0,2,705,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
22,80115,1,2700,6,0,3,669,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23,85377,0,9600,7,0,4,614,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1
25,79729,2,15000,14,0,4,607,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
22,80217,2,8500,7,0,2,607,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
23,79954,1,6000,7,0,2,661,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
22,80092,2,3000,7,0,3,587,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
23,80301,2,7800,7,0,3,528,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
25,86447,1,9600,5,0,4,674,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
22,88240,0,9600,7,0,3,654,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
24,88630,0,9600,13,0,3,658,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
25,90769,0,9600,12,0,3,649,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
26,90716,5,9600,10,0,4,671,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
24,80013,4,13000,10,0,2,723,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,80271,0,5000,9,0,4,622,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
21,94805,0,9600,11,0,3,635,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
21,80244,0,7000,7,0,2,648,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,80404,3,20000,10,0,4,636,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
23,96884,2,9600,7,0,4,531,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
26,79954,3,15000,9,0,4,639,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
26,97473,5,9600,11,0,2,653,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
